CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,Weighted_RFM,Cluster,Decay_Monetary,Action
12397.0,36,2,2409.9,3,2,4,324,Potential Loyalists,3.0,0,65.13243243243244,Targeted promotions
12398.0,46,1,1635.6599999999999,3,1,3,313,Potential Loyalists,2.4000000000000004,0,34.801276595744675,Targeted promotions
12399.0,119,4,1108.65,2,3,3,233,At Risk,2.5999999999999996,3,9.238750000000001,Win-back campaigns
12401.0,303,1,84.3,1,1,1,111,Hibernating,1.0,1,0.27730263157894736,Reactivation or cost control
12402.0,323,1,225.6,1,1,1,111,Hibernating,1.0,1,0.6962962962962963,Reactivation or cost control
12403.0,50,1,427.7,3,1,2,312,Potential Loyalists,2.1,0,8.386274509803922,Targeted promotions
12405.0,149,1,1710.39,1,1,4,114,Hibernating,1.9,3,11.402600000000001,Reactivation or cost control
12406.0,22,2,3415.3,3,2,4,324,Potential Loyalists,3.0,0,148.4913043478261,Targeted promotions
12407.0,50,5,1708.1200000000001,3,3,4,334,Hibernating,3.3,0,33.49254901960784,Reactivation or cost control
12408.0,33,5,2888.55,3,3,4,334,Hibernating,3.3,0,84.95735294117648,Reactivation or cost control
12409.0,79,3,11072.67,2,3,4,234,At Risk,2.9,0,138.408375,Win-back campaigns
12410.0,309,2,693.3299999999999,1,2,3,123,Hibernating,1.9,1,2.236548387096774,Reactivation or cost control
12412.0,75,3,1226.88,2,3,3,233,At Risk,2.5999999999999996,0,16.143157894736845,Win-back campaigns
12413.0,67,3,758.1,2,3,3,233,At Risk,2.5999999999999996,0,11.148529411764706,Win-back campaigns
12414.0,217,3,562.41,1,3,2,132,At Risk,1.9,1,2.5798623853211007,Win-back campaigns
12415.0,24,21,124914.53,3,4,4,344,Hibernating,3.6000000000000005,4,4996.5812,Reactivation or cost control
12417.0,3,9,3649.1,4,4,4,444,Champions,4.0,0,912.275,"Reward loyalty, exclusive offers"
12418.0,113,1,668.58,2,1,2,212,Hibernating,1.7000000000000002,3,5.8647368421052635,Reactivation or cost control
12420.0,64,1,600.39,2,1,2,212,Hibernating,1.7000000000000002,0,9.23676923076923,Reactivation or cost control
12421.0,16,4,807.04,4,3,3,433,Loyal Customers,3.4,0,47.472941176470584,Upsell & cross-sell
12422.0,96,3,803.5600000000001,2,3,3,233,At Risk,2.5999999999999996,3,8.284123711340207,Win-back campaigns
12423.0,1,8,1859.31,4,4,4,444,Champions,4.0,0,929.655,"Reward loyalty, exclusive offers"
12424.0,163,2,1760.96,1,2,4,124,Hibernating,2.2,3,10.737560975609757,Reactivation or cost control
12425.0,78,1,777.2,2,1,3,213,Hibernating,2.0,3,9.837974683544305,Reactivation or cost control
12426.0,195,1,582.73,1,1,2,112,Hibernating,1.2999999999999998,3,2.9731122448979592,Reactivation or cost control
12427.0,22,3,825.8,3,3,3,333,Hibernating,3.0,0,35.904347826086955,Reactivation or cost control
12428.0,26,9,7956.46,3,4,4,344,Hibernating,3.6000000000000005,0,294.6837037037037,Reactivation or cost control
12429.0,9,4,3750.4,4,3,4,434,Loyal Customers,3.7,0,375.04,Upsell & cross-sell
12430.0,43,1,256.4,3,1,1,311,Potential Loyalists,1.8000000000000003,0,5.827272727272727,Targeted promotions
12431.0,36,15,6487.45,3,4,4,344,Hibernating,3.6000000000000005,0,175.33648648648648,Reactivation or cost control
12432.0,43,5,5059.32,3,3,4,334,Hibernating,3.3,0,114.98454545454545,Reactivation or cost control
12433.0,1,7,13375.87,4,4,4,444,Champions,4.0,0,6687.935,"Reward loyalty, exclusive offers"
12434.0,85,2,806.14,2,2,3,223,Hibernating,2.3,3,9.373720930232558,Reactivation or cost control
12435.0,80,2,7829.89,2,2,4,224,Hibernating,2.5999999999999996,0,96.66530864197532,Reactivation or cost control
12436.0,100,1,509.01,2,1,2,212,Hibernating,1.7000000000000002,3,5.0397029702970295,Reactivation or cost control
12437.0,2,18,4951.41,4,4,4,444,Champions,4.0,0,1650.47,"Reward loyalty, exclusive offers"
12438.0,14,2,2906.85,4,2,4,424,Potential Loyalists,3.4000000000000004,0,193.79,Targeted promotions
12441.0,367,1,173.55,1,1,1,111,Hibernating,1.0,1,0.4716032608695652,Reactivation or cost control
12442.0,3,1,172.06,4,1,1,411,Potential Loyalists,2.2,0,43.015,Targeted promotions
12444.0,21,5,5005.46,3,3,4,334,Hibernating,3.3,0,227.5209090909091,Reactivation or cost control
12445.0,22,1,133.4,3,1,1,311,Potential Loyalists,1.8000000000000003,0,5.8,Targeted promotions
12446.0,58,1,1002.3100000000001,2,1,3,213,Hibernating,2.0,0,16.988305084745765,Reactivation or cost control
12447.0,243,1,476.49,1,1,2,112,Hibernating,1.2999999999999998,1,1.952827868852459,Reactivation or cost control
12448.0,44,1,449.45,3,1,2,312,Potential Loyalists,2.1,0,9.987777777777778,Targeted promotions
12449.0,22,4,4067.29,3,3,4,334,Hibernating,3.3,0,176.83869565217393,Reactivation or cost control
12450.0,156,2,197.88,1,2,1,121,Hibernating,1.3,3,1.2603821656050955,Reactivation or cost control
12451.0,11,5,9035.52,4,3,4,434,Loyal Customers,3.7,0,752.96,Upsell & cross-sell
12452.0,17,2,430.57,4,2,2,422,Potential Loyalists,2.8000000000000003,0,23.920555555555556,Targeted promotions
12453.0,134,1,707.09,2,1,3,213,Hibernating,2.0,3,5.237703703703704,Reactivation or cost control
12454.0,56,1,3528.34,2,1,4,214,Hibernating,2.3,0,61.90070175438597,Reactivation or cost control
12455.0,73,6,2466.86,2,4,4,244,At Risk,3.2,0,33.335945945945944,Win-back campaigns
12456.0,44,3,3181.04,3,3,4,334,Hibernating,3.3,0,70.68977777777778,Reactivation or cost control
12457.0,66,7,2363.23,2,4,4,244,At Risk,3.2,0,35.2720895522388,Win-back campaigns
12458.0,71,2,947.4,2,2,3,223,Hibernating,2.3,0,13.158333333333333,Reactivation or cost control
12461.0,94,2,826.88,2,2,3,223,Hibernating,2.3,3,8.704,Reactivation or cost control
12462.0,19,2,1189.59,3,2,3,323,Potential Loyalists,2.7,0,59.479499999999994,Targeted promotions
12463.0,53,4,1344.78,2,3,3,233,At Risk,2.5999999999999996,0,24.903333333333332,Win-back campaigns
12464.0,10,8,1212.05,4,4,3,443,Loyal Customers,3.6999999999999997,0,110.18636363636364,Upsell & cross-sell
12465.0,17,2,742.1899999999999,4,2,3,423,Potential Loyalists,3.1,0,41.23277777777778,Targeted promotions
12468.0,188,2,729.5400000000001,1,2,3,123,Hibernating,1.9,3,3.8600000000000003,Reactivation or cost control
12471.0,2,30,19824.05,4,4,4,444,Champions,4.0,2,6608.016666666666,"Reward loyalty, exclusive offers"
12472.0,32,7,6572.11,3,4,4,344,Hibernating,3.6000000000000005,0,199.1548484848485,Reactivation or cost control
12473.0,29,5,3938.5499999999997,3,3,4,334,Hibernating,3.3,0,131.285,Reactivation or cost control
12474.0,17,18,7375.79,4,4,4,444,Champions,4.0,0,409.7661111111111,"Reward loyalty, exclusive offers"
12475.0,54,1,723.38,2,1,3,213,Hibernating,2.0,0,13.152363636363637,Reactivation or cost control
12476.0,16,11,6816.42,4,4,4,444,Champions,4.0,0,400.9658823529412,"Reward loyalty, exclusive offers"
12477.0,23,6,13219.74,3,4,4,344,Hibernating,3.6000000000000005,0,550.8225,Reactivation or cost control
12478.0,4,1,680.99,4,1,3,413,Potential Loyalists,2.8,0,136.198,Targeted promotions
12479.0,11,1,527.2,4,1,2,412,Potential Loyalists,2.5,0,43.93333333333334,Targeted promotions
12480.0,28,4,3281.63,3,3,4,334,Hibernating,3.3,0,113.15965517241379,Reactivation or cost control
12481.0,23,10,5596.32,3,4,4,344,Hibernating,3.6000000000000005,0,233.17999999999998,Reactivation or cost control
12483.0,17,8,2484.98,4,4,4,444,Champions,4.0,0,138.05444444444444,"Reward loyalty, exclusive offers"
12484.0,33,6,4541.72,3,4,4,344,Hibernating,3.6000000000000005,0,133.58,Reactivation or cost control
12488.0,10,3,1298.66,4,3,3,433,Loyal Customers,3.4,0,118.06,Upsell & cross-sell
12489.0,336,1,334.93,1,1,2,112,Hibernating,1.2999999999999998,1,0.9938575667655787,Reactivation or cost control
12490.0,5,10,5417.93,4,4,4,444,Champions,4.0,0,902.9883333333333,"Reward loyalty, exclusive offers"
12491.0,39,1,460.40000000000003,3,1,2,312,Potential Loyalists,2.1,0,11.510000000000002,Targeted promotions
12492.0,63,2,263.21000000000004,2,2,1,221,Hibernating,1.7,0,4.112656250000001,Reactivation or cost control
12493.0,166,2,433.74,1,2,2,122,Hibernating,1.6,3,2.597245508982036,Reactivation or cost control
12494.0,16,7,1246.1000000000001,4,4,3,443,Loyal Customers,3.6999999999999997,0,73.30000000000001,Upsell & cross-sell
12497.0,82,1,1043.1,2,1,3,213,Hibernating,2.0,3,12.567469879518072,Reactivation or cost control
12498.0,21,3,403.70000000000005,3,3,2,332,Hibernating,2.7,0,18.35,Reactivation or cost control
12500.0,23,11,4257.82,3,4,4,344,Hibernating,3.6000000000000005,0,177.40916666666666,Reactivation or cost control
12501.0,337,1,2169.39,1,1,4,114,Hibernating,1.9,1,6.4183136094674555,Reactivation or cost control
12502.0,96,5,3723.87,2,3,4,234,At Risk,2.9,3,38.39041237113402,Win-back campaigns
12504.0,18,2,482.04999999999995,4,2,2,422,Potential Loyalists,2.8000000000000003,0,25.371052631578944,Targeted promotions
12506.0,233,1,73.5,1,1,1,111,Hibernating,1.0,1,0.3141025641025641,Reactivation or cost control
12507.0,134,3,1304.81,2,3,3,233,At Risk,2.5999999999999996,3,9.665259259259258,Win-back campaigns
12508.0,26,2,398.27,3,2,2,322,Potential Loyalists,2.4000000000000004,0,14.75074074074074,Targeted promotions
12509.0,284,1,176.5,1,1,1,111,Hibernating,1.0,1,0.6192982456140351,Reactivation or cost control
12510.0,143,2,982.5699999999999,1,2,3,123,Hibernating,1.9,3,6.823402777777777,Reactivation or cost control
12512.0,66,2,138.03,2,2,1,221,Hibernating,1.7,0,2.0601492537313435,Reactivation or cost control
12513.0,113,1,612.29,2,1,2,212,Hibernating,1.7000000000000002,3,5.3709649122807015,Reactivation or cost control
12514.0,267,1,1017.68,1,1,3,113,Hibernating,1.5999999999999999,1,3.797313432835821,Reactivation or cost control
12515.0,353,1,383.7,1,1,2,112,Hibernating,1.2999999999999998,1,1.0838983050847457,Reactivation or cost control
12516.0,78,2,1312.06,2,2,3,223,Hibernating,2.3,3,16.608354430379745,Reactivation or cost control
12517.0,28,5,2502.84,3,3,4,334,Hibernating,3.3,0,86.3048275862069,Reactivation or cost control
12518.0,1,5,2056.89,4,3,4,434,Loyal Customers,3.7,0,1028.445,Upsell & cross-sell
12519.0,64,1,340.84,2,1,2,212,Hibernating,1.7000000000000002,0,5.243692307692307,Reactivation or cost control
12520.0,79,5,2634.26,2,3,4,234,At Risk,2.9,0,32.928250000000006,Win-back campaigns
12521.0,143,1,599.68,1,1,2,112,Hibernating,1.2999999999999998,3,4.164444444444444,Reactivation or cost control
12522.0,39,2,192.72,3,2,1,321,Potential Loyalists,2.1,0,4.818,Targeted promotions
12523.0,19,11,1789.77,3,4,4,344,Hibernating,3.6000000000000005,0,89.4885,Reactivation or cost control
12524.0,9,8,4485.72,4,4,4,444,Champions,4.0,0,448.572,"Reward loyalty, exclusive offers"
12526.0,1,3,1316.66,4,3,3,433,Loyal Customers,3.4,0,658.33,Upsell & cross-sell
12527.0,82,3,348.71000000000004,2,3,2,232,At Risk,2.3,3,4.20132530120482,Win-back campaigns
12528.0,9,6,1933.48,4,4,4,444,Champions,4.0,0,193.348,"Reward loyalty, exclusive offers"
12530.0,60,4,1662.28,2,3,4,234,At Risk,2.9,0,27.25049180327869,Win-back campaigns
12531.0,15,1,125.22,4,1,1,411,Potential Loyalists,2.2,0,7.82625,Targeted promotions
12532.0,30,1,349.83000000000004,3,1,2,312,Potential Loyalists,2.1,0,11.284838709677421,Targeted promotions
12534.0,131,1,1089.18,2,1,3,213,Hibernating,2.0,3,8.251363636363637,Reactivation or cost control
12535.0,92,2,716.35,2,2,3,223,Hibernating,2.3,3,7.702688172043011,Reactivation or cost control
12536.0,43,3,12601.830000000002,3,3,4,334,Hibernating,3.3,0,286.4052272727273,Reactivation or cost control
12538.0,29,1,363.95,3,1,2,312,Potential Loyalists,2.1,0,12.131666666666666,Targeted promotions
12539.0,22,4,5568.35,3,3,4,334,Hibernating,3.3,0,242.1021739130435,Reactivation or cost control
12540.0,20,17,13400.24,3,4,4,344,Hibernating,3.6000000000000005,0,638.1066666666667,Reactivation or cost control
12541.0,30,3,981.18,3,3,3,333,Hibernating,3.0,0,31.65096774193548,Reactivation or cost control
12544.0,36,1,372.7,3,1,2,312,Potential Loyalists,2.1,0,10.072972972972973,Targeted promotions
12545.0,75,2,1000.39,2,2,3,223,Hibernating,2.3,3,13.163026315789473,Reactivation or cost control
12546.0,47,2,1161.5,3,2,3,323,Potential Loyalists,2.7,0,24.197916666666668,Targeted promotions
12547.0,198,2,207.79999999999998,1,2,1,121,Hibernating,1.3,3,1.044221105527638,Reactivation or cost control
12548.0,166,1,95.19999999999999,1,1,1,111,Hibernating,1.0,3,0.5700598802395209,Reactivation or cost control
12550.0,79,1,964.83,2,1,3,213,Hibernating,2.0,3,12.060375,Reactivation or cost control
12551.0,358,1,168.0,1,1,1,111,Hibernating,1.0,1,0.467966573816156,Reactivation or cost control
12552.0,39,2,437.82,3,2,2,322,Potential Loyalists,2.4000000000000004,0,10.9455,Targeted promotions
12553.0,8,10,3692.28,4,4,4,444,Champions,4.0,0,410.25333333333333,"Reward loyalty, exclusive offers"
12556.0,50,2,603.71,3,2,2,322,Potential Loyalists,2.4000000000000004,0,11.837450980392157,Targeted promotions
12557.0,16,5,11990.960000000001,4,3,4,434,Loyal Customers,3.7,0,705.3505882352941,Upsell & cross-sell
12558.0,8,1,269.96,4,1,1,411,Potential Loyalists,2.2,0,29.995555555555555,Targeted promotions
12559.0,311,2,561.71,1,2,2,122,Hibernating,1.6,1,1.8003525641025642,Reactivation or cost control
12560.0,5,3,2134.01,4,3,4,434,Loyal Customers,3.7,0,355.66833333333335,Upsell & cross-sell
12561.0,303,1,238.85,1,1,1,111,Hibernating,1.0,1,0.7856907894736842,Reactivation or cost control
12562.0,8,7,3781.7400000000002,4,4,4,444,Champions,4.0,0,420.1933333333334,"Reward loyalty, exclusive offers"
12564.0,261,1,456.9,1,1,2,112,Hibernating,1.2999999999999998,1,1.7438931297709923,Reactivation or cost control
12565.0,289,1,145.92,1,1,1,111,Hibernating,1.0,1,0.5031724137931034,Reactivation or cost control
12566.0,86,1,351.65,2,1,2,212,Hibernating,1.7000000000000002,3,4.041954022988506,Reactivation or cost control
12567.0,23,10,9401.28,3,4,4,344,Hibernating,3.6000000000000005,0,391.72,Reactivation or cost control
12569.0,2,32,4124.69,4,4,4,444,Champions,4.0,2,1374.8966666666665,"Reward loyalty, exclusive offers"
12571.0,40,2,519.61,3,2,2,322,Potential Loyalists,2.4000000000000004,0,12.673414634146342,Targeted promotions
12572.0,9,2,1020.42,4,2,3,423,Potential Loyalists,3.1,0,102.042,Targeted promotions
12573.0,227,1,160.54000000000002,1,1,1,111,Hibernating,1.0,1,0.7041228070175439,Reactivation or cost control
12574.0,316,1,218.45,1,1,1,111,Hibernating,1.0,1,0.6891167192429022,Reactivation or cost control
12576.0,36,5,1315.83,3,3,3,333,Hibernating,3.0,0,35.56297297297297,Reactivation or cost control
12577.0,35,3,657.8,3,3,2,332,Hibernating,2.7,0,18.272222222222222,Reactivation or cost control
12578.0,21,2,2794.51,3,2,4,324,Potential Loyalists,3.0,0,127.02318181818183,Targeted promotions
12579.0,78,1,440.42,2,1,2,212,Hibernating,1.7000000000000002,3,5.5749367088607595,Reactivation or cost control
12580.0,247,1,415.7,1,1,2,112,Hibernating,1.2999999999999998,1,1.676209677419355,Reactivation or cost control
12581.0,40,1,197.71,3,1,1,311,Potential Loyalists,1.8000000000000003,0,4.82219512195122,Targeted promotions
12582.0,239,2,511.36,1,2,2,122,Hibernating,1.6,1,2.130666666666667,Reactivation or cost control
12583.0,3,15,7281.38,4,4,4,444,Champions,4.0,0,1820.345,"Reward loyalty, exclusive offers"
12584.0,4,9,2338.15,4,4,4,444,Champions,4.0,0,467.63,"Reward loyalty, exclusive offers"
12585.0,234,2,2040.1,1,2,4,124,Hibernating,2.2,1,8.68127659574468,Reactivation or cost control
12586.0,17,1,196.94000000000003,4,1,1,411,Potential Loyalists,2.2,0,10.941111111111113,Targeted promotions
12587.0,8,1,144.0,4,1,1,411,Potential Loyalists,2.2,0,16.0,Targeted promotions
12588.0,39,1,214.89999999999998,3,1,1,311,Potential Loyalists,1.8000000000000003,0,5.3725,Targeted promotions
12589.0,29,2,646.68,3,2,2,322,Potential Loyalists,2.4000000000000004,0,21.555999999999997,Targeted promotions
12590.0,211,2,9864.26,1,2,4,124,Hibernating,2.2,1,46.52952830188679,Reactivation or cost control
12591.0,317,1,452.84999999999997,1,1,2,112,Hibernating,1.2999999999999998,1,1.424056603773585,Reactivation or cost control
12592.0,92,2,437.6,2,2,2,222,Hibernating,2.0,3,4.705376344086022,Reactivation or cost control
12593.0,109,3,418.09999999999997,2,3,2,232,At Risk,2.3,3,3.800909090909091,Win-back campaigns
12594.0,38,10,3338.2200000000003,3,4,4,344,Hibernating,3.6000000000000005,0,85.59538461538462,Reactivation or cost control
12596.0,51,2,618.27,3,2,2,322,Potential Loyalists,2.4000000000000004,0,11.889807692307691,Targeted promotions
12597.0,19,4,3811.22,3,3,4,334,Hibernating,3.3,0,190.56099999999998,Reactivation or cost control
12598.0,10,8,3023.08,4,4,4,444,Champions,4.0,0,274.82545454545453,"Reward loyalty, exclusive offers"
12599.0,29,7,1032.58,3,4,3,343,Hibernating,3.3000000000000003,0,34.419333333333334,Reactivation or cost control
12600.0,29,10,2599.04,3,4,4,344,Hibernating,3.6000000000000005,0,86.63466666666666,Reactivation or cost control
12601.0,190,5,577.0600000000001,1,3,2,132,At Risk,1.9,3,3.0212565445026183,Win-back campaigns
12602.0,59,1,153.12,2,1,1,211,Hibernating,1.4000000000000001,0,2.552,Reactivation or cost control
12603.0,22,1,739.1999999999999,3,1,3,313,Potential Loyalists,2.4000000000000004,0,32.13913043478261,Targeted promotions
12604.0,79,2,254.18,2,2,1,221,Hibernating,1.7,3,3.17725,Reactivation or cost control
12607.0,60,1,1579.51,2,1,3,213,Hibernating,2.0,0,25.893606557377048,Reactivation or cost control
12609.0,78,3,1126.85,2,3,3,233,At Risk,2.5999999999999996,3,14.26392405063291,Win-back campaigns
12610.0,23,5,2099.54,3,3,4,334,Hibernating,3.3,0,87.48083333333334,Reactivation or cost control
12611.0,52,1,1193.32,2,1,3,213,Hibernating,2.0,0,22.515471698113206,Reactivation or cost control
12612.0,74,1,704.0400000000001,2,1,3,213,Hibernating,2.0,3,9.387200000000002,Reactivation or cost control
12613.0,57,5,3344.38,2,3,4,234,At Risk,2.9,0,57.66172413793104,Win-back campaigns
12614.0,278,1,315.6,1,1,2,112,Hibernating,1.2999999999999998,1,1.1311827956989249,Reactivation or cost control
12615.0,2,4,2291.19,4,3,4,434,Loyal Customers,3.7,0,763.73,Upsell & cross-sell
12616.0,95,2,713.3,2,2,3,223,Hibernating,2.3,3,7.430208333333333,Reactivation or cost control
12617.0,29,1,355.53,3,1,2,312,Potential Loyalists,2.1,0,11.850999999999999,Targeted promotions
12618.0,22,1,177.31,3,1,1,311,Potential Loyalists,1.8000000000000003,0,7.709130434782609,Targeted promotions
12619.0,16,9,3641.24,4,4,4,444,Champions,4.0,0,214.19058823529411,"Reward loyalty, exclusive offers"
12620.0,15,3,1339.41,4,3,3,433,Loyal Customers,3.4,0,83.713125,Upsell & cross-sell
12621.0,2,20,13689.67,4,4,4,444,Champions,4.0,2,4563.223333333333,"Reward loyalty, exclusive offers"
12622.0,232,1,180.1,1,1,1,111,Hibernating,1.0,1,0.7729613733905579,Reactivation or cost control
12623.0,276,1,305.1,1,1,1,111,Hibernating,1.0,1,1.1014440433212997,Reactivation or cost control
12624.0,106,2,641.13,2,2,2,222,Hibernating,2.0,3,5.9918691588785045,Reactivation or cost control
12625.0,212,2,2683.82,1,2,4,124,Hibernating,2.2,1,12.600093896713616,Reactivation or cost control
12626.0,23,9,6620.48,3,4,4,344,Hibernating,3.6000000000000005,0,275.8533333333333,Reactivation or cost control
12627.0,11,7,4478.53,4,4,4,444,Champions,4.0,0,373.2108333333333,"Reward loyalty, exclusive offers"
12628.0,4,3,786.46,4,3,3,433,Loyal Customers,3.4,0,157.292,Upsell & cross-sell
12630.0,10,2,1270.88,4,2,3,423,Potential Loyalists,3.1,0,115.53454545454547,Targeted promotions
12631.0,57,1,640.5,2,1,2,212,Hibernating,1.7000000000000002,0,11.043103448275861,Reactivation or cost control
12633.0,59,4,2163.98,2,3,4,234,At Risk,2.9,0,36.06633333333333,Win-back campaigns
12635.0,90,2,1689.18,2,2,4,224,Hibernating,2.5999999999999996,3,18.562417582417584,Reactivation or cost control
12637.0,67,8,6021.9,2,4,4,244,At Risk,3.2,0,88.55735294117646,Win-back campaigns
12638.0,33,1,671.69,3,1,2,312,Potential Loyalists,2.1,0,19.75558823529412,Targeted promotions
12639.0,239,1,486.1,1,1,2,112,Hibernating,1.2999999999999998,1,2.0254166666666666,Reactivation or cost control
12640.0,24,3,1174.58,3,3,3,333,Hibernating,3.0,0,46.9832,Reactivation or cost control
12641.0,115,1,185.9,2,1,1,211,Hibernating,1.4000000000000001,3,1.6025862068965517,Reactivation or cost control
12642.0,25,3,1013.26,3,3,3,333,Hibernating,3.0,0,38.97153846153846,Reactivation or cost control
12643.0,128,6,3344.64,2,4,4,244,At Risk,3.2,3,25.927441860465116,Win-back campaigns
12644.0,130,1,477.91,2,1,2,212,Hibernating,1.7000000000000002,3,3.648167938931298,Reactivation or cost control
12645.0,34,4,1775.18,3,3,4,334,Hibernating,3.3,0,50.71942857142857,Reactivation or cost control
12646.0,5,2,1346.97,4,2,3,423,Potential Loyalists,3.1,0,224.495,Targeted promotions
12647.0,22,12,3722.82,3,4,4,344,Hibernating,3.6000000000000005,0,161.86173913043478,Reactivation or cost control
12648.0,155,1,318.05,1,1,2,112,Hibernating,1.2999999999999998,3,2.0387820512820514,Reactivation or cost control
12649.0,107,3,623.51,2,3,2,232,At Risk,2.3,3,5.77324074074074,Win-back campaigns
12650.0,3,1,314.44,4,1,2,412,Potential Loyalists,2.5,0,78.61,Targeted promotions
12651.0,335,1,114.0,1,1,1,111,Hibernating,1.0,1,0.3392857142857143,Reactivation or cost control
12652.0,331,1,919.98,1,1,3,113,Hibernating,1.5999999999999999,1,2.7710240963855424,Reactivation or cost control
12653.0,149,2,2209.85,1,2,4,124,Hibernating,2.2,3,14.732333333333333,Reactivation or cost control
12654.0,11,5,601.98,4,3,2,432,Loyal Customers,3.1,0,50.165,Upsell & cross-sell
12656.0,17,5,4051.17,4,3,4,434,Loyal Customers,3.7,0,225.065,Upsell & cross-sell
12657.0,11,4,1643.18,4,3,3,433,Loyal Customers,3.4,0,136.93166666666667,Upsell & cross-sell
12658.0,19,1,686.05,3,1,3,313,Potential Loyalists,2.4000000000000004,0,34.302499999999995,Targeted promotions
12659.0,30,1,91.68,3,1,1,311,Potential Loyalists,1.8000000000000003,0,2.9574193548387098,Targeted promotions
12660.0,11,1,245.1,4,1,1,411,Potential Loyalists,2.2,0,20.425,Targeted promotions
